label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,batch
3,72.7344,1.019377,0.22158,0.628835,3.395666,-0.433649,-0.867708,-4.034022,8357.9399,2.30019,2.431905,3.51382,8.345684,-1.986562,-2.812662,-9.477891,22005.2869,8.230966,7.379623,10.969335,16.511585,-3.186029,-5.229669,-16.691306,24154.5632,8.284892,8.067425,11.971745,17.097185,-3.350428,-5.393931,-16.730251,3680.111,3.37766,1.391001,3.115006,5.801498,-0.724303,-1.30785,-4.789932,3700.7169,3.437684,1.410111,3.037157,5.619614,-0.726402,-1.283557,-4.708884,19128.9116,6.213907,7.801603,13.433769,20.096264,-3.154632,-5.404582,-17.712654,21343.936,6.447979,8.523763,14.68901,21.291184,-3.528313,-5.930782,-19.363654,2065.083,1.239965,0.489157,0.854183,4.612345,-0.431237,-0.862189,-3.672011,3091.8452,1.429856,0.641772,1.239233,4.051672,-0.353927,-0.692367,-3.272915,14322.9185,5.161759,5.027551,7.380349,10.395458,-2.468355,-3.597265,-9.35634,16048.9612,5.993834,5.309253,7.67478,10.562938,-2.521566,-3.796496,-9.146799,6211.9281,4.193508,2.327396,4.846419,7.024628,-1.224821,-1.91764,-4.994036,6951.5237,4.667034,2.548343,5.198039,7.57494,-1.388172,-2.112177,-4.874342,14737.6928,4.609506,5.985079,9.758202,14.298338,-2.755163,-4.529739,-9.33798,12534.8899,4.384533,5.176255,8.602901,12.313297,-2.370583,-4.074164,-8.613517,
6,3592.3034,3.320929,0.963706,1.698186,4.023624,-0.451355,-0.829755,-4.142299,15888.852,4.516821,5.735647,10.442453,14.210197,-2.479923,-3.858848,-12.821691,1232.54,1.184555,1.245933,3.065414,7.765981,-0.62261,-1.26974,-6.300884,1230.6289,1.171265,1.257907,3.0609,6.809705,-0.642593,-1.198167,-6.038573,743.286,1.397394,0.483509,1.523257,3.60849,-0.196231,-0.559959,-3.922007,751.1202,1.408831,0.478801,1.577343,3.717789,-0.19955,-0.502569,-3.35273,2519.8135,1.36965,2.078311,5.613571,11.221925,-0.825943,-1.663039,-7.376168,2607.9385,1.35985,2.18086,6.203551,11.699399,-0.84087,-1.717471,-7.139192,11993.062,2.769484,3.54568,6.08337,9.439016,-1.45184,-2.325333,-8.689521,7842.4683,2.219918,2.279137,4.016636,6.705034,-0.900427,-1.440406,-6.07978,2659.4419,1.442779,1.343161,2.534575,5.364891,-0.577832,-1.030351,-4.246626,2041.0547,1.324016,1.232033,2.788592,5.249094,-0.581157,-1.018682,-4.010517,1326.6733,1.549717,0.839099,2.731359,5.305741,-0.3,-0.600258,-2.917245,1327.2014,1.547544,0.871058,2.736717,5.378915,-0.306619,-0.61497,-2.665369,3465.3428,1.530038,2.129377,5.46259,8.869918,-0.7702,-1.318459,-4.499808,3255.9937,1.576779,1.921217,4.72252,7.506923,-0.713576,-1.234188,-4.162839,
6,6921.7083,3.959154,1.831606,3.047434,5.466934,-0.913778,-1.464861,-5.795105,24908.2681,5.277102,8.426374,15.107596,20.671917,-4.239438,-6.416097,-18.753869,3271.2651,1.896312,1.481707,3.230513,7.096956,-0.723258,-1.355939,-6.029664,3418.9326,1.859612,1.514163,3.230346,5.417538,-0.739386,-1.34031,-6.359134,1217.3347,1.758288,0.591564,1.773334,4.680365,-0.282895,-0.73281,-4.318161,1230.7835,1.784063,0.59943,1.839206,3.39961,-0.279024,-0.727005,-4.287027,5048.3604,2.191943,2.434535,6.253294,10.495322,-1.112001,-2.03507,-7.284149,5314.2124,2.175082,2.57086,6.653325,11.029991,-1.194054,-1.984145,-8.372472,17354.9131,3.105181,4.972084,8.315848,12.466158,-2.433821,-3.641557,-13.720835,10880.6025,2.550494,3.127849,5.355271,7.745346,-1.345982,-2.06969,-9.175697,3511.6392,1.829632,1.42961,2.70175,5.095035,-0.73348,-1.182576,-4.361479,3455.1714,1.909869,1.376025,2.966506,5.142283,-0.715913,-1.130565,-3.546849,2076.4916,2.026435,1.023139,3.199723,5.424006,-0.434357,-0.794518,-2.581631,2080.2625,2.050703,1.055281,3.21519,5.237214,-0.428488,-0.797765,-3.008858,4993.4869,2.059435,2.269613,5.487974,9.077951,-1.079374,-1.687327,-5.094729,4813.937,2.155851,2.110461,5.098667,8.068305,-1.002892,-1.519101,-4.135224,
3,1547.3456,1.938137,0.388981,0.706678,2.507498,-0.326046,-0.696024,-4.089767,8710.4575,2.736489,2.604202,4.097991,7.559546,-1.659548,-2.478886,-8.885585,14966.7173,3.048669,4.46052,6.38661,12.753383,-2.517009,-4.206549,-14.695967,16606.9233,3.095905,4.91694,6.983837,12.85297,-2.640492,-4.410736,-15.872025,2826.542,2.462174,1.070665,2.24377,5.108736,-0.595916,-1.179882,-4.924983,2845.2764,2.502386,1.059708,2.17388,5.146038,-0.605104,-1.235031,-4.803297,13234.5693,2.843315,4.916209,7.838605,13.614469,-2.534392,-4.41121,-13.427633,14922.9424,2.938319,5.419389,8.606109,15.137265,-2.77489,-4.791481,-16.08579,2707.6909,1.369227,0.664501,1.315394,3.790229,-0.351681,-0.69652,-4.225026,2898.6655,1.418261,0.664179,1.283719,4.078647,-0.310034,-0.639343,-3.547371,9397.6933,2.517541,3.062626,4.435661,7.036568,-1.909963,-2.995837,-7.113239,10340.4805,2.555075,3.074688,4.278729,7.56143,-1.962312,-2.949901,-8.129257,4720.3904,2.866272,1.736389,3.374764,5.835008,-0.993975,-1.620908,-4.908627,5303.4795,3.109148,1.88631,3.549974,5.760101,-1.103272,-1.743496,-4.241484,9821.3213,2.456331,3.776388,6.113614,9.192576,-2.177254,-3.586213,-8.274768,8456.3491,2.45045,3.279791,5.409112,8.449575,-1.862113,-3.076559,-6.483355,
6,15225.2221,11.297514,3.772263,5.644297,8.586521,-2.180713,-3.207311,-10.207683,56037.8277,13.141625,17.114653,27.897794,34.736334,-9.413621,-13.512083,-44.394203,8640.2143,2.144206,3.966172,7.634613,12.349271,-2.458165,-3.93071,-12.830129,8739.5029,2.057751,3.981444,7.618779,11.731595,-2.461022,-3.882539,-12.511286,2731.2048,2.398246,0.975951,2.275,4.77092,-0.639762,-1.259583,-4.633013,2626.23,2.36789,0.970032,2.483648,4.96338,-0.619556,-1.077735,-4.962456,14055.2476,2.917884,5.746809,11.731907,18.403124,-3.640283,-6.213512,-17.538324,14660.3902,2.865695,5.953185,12.40537,17.477887,-3.788737,-6.62659,-18.312352,39283.31,6.686323,9.953661,14.483286,18.307281,-5.631301,-7.81522,-25.936023,22563.7954,4.327765,5.718827,8.737546,12.051364,-2.921923,-4.318705,-12.915738,13428.2944,3.15842,4.725498,7.731197,10.923338,-2.817401,-4.127756,-10.504221,13089.9458,2.943902,4.019068,6.798351,9.911108,-2.869142,-4.298061,-10.95594,4485.1612,2.754796,1.671099,4.186248,6.94726,-0.997165,-1.674763,-3.744335,4449.0552,2.744346,1.718614,4.588271,7.358315,-0.985473,-1.569781,-4.096438,18202.9717,3.678639,6.731009,12.223912,15.773343,-4.107358,-6.673716,-13.778972,17504.8227,3.990311,5.888183,10.762153,14.403273,-3.941157,-6.431265,-13.305235,
6,8045.6314,2.831689,1.937946,2.954575,6.331807,-1.3142,-2.095848,-8.561632,33599.124,4.97367,10.283133,17.188091,24.785372,-6.234453,-9.134658,-25.111604,4681.373,2.141756,1.739695,3.58873,6.89487,-1.072289,-1.872871,-6.77101,4910.1191,2.111866,1.786136,3.563191,6.32542,-1.106598,-1.859701,-6.7198,1689.137,2.002557,0.660711,1.857981,3.835481,-0.39424,-0.893641,-4.317488,1636.9126,1.989656,0.667108,1.919858,3.947432,-0.380352,-0.803952,-3.857569,7279.6479,2.494895,2.861347,6.601676,11.06904,-1.718606,-2.917058,-9.0247,7743.0205,2.509025,3.022488,7.237404,11.24808,-1.846323,-3.123137,-10.783428,22253.6865,3.053892,5.896981,9.212456,13.573901,-3.582949,-5.133414,-16.572524,12989.0713,2.434042,3.496959,5.715356,9.514513,-1.855947,-2.801024,-10.644604,5171.8516,2.073357,1.744201,3.025595,5.582727,-1.1384,-1.769824,-4.485214,5171.1928,2.139647,1.676253,3.21969,5.231842,-1.152877,-1.69452,-4.556059,2819.7097,2.297848,1.136761,3.286364,5.836852,-0.604412,-1.034644,-3.149522,2800.0364,2.316602,1.168615,3.412634,5.810397,-0.595962,-1.036717,-3.16618,7479.5791,2.334826,2.734079,6.03575,9.428561,-1.745993,-2.757627,-6.685804,7186.4091,2.437598,2.537865,5.554771,8.46671,-1.62684,-2.523694,-6.344505,
3,1664.639,1.851303,0.440513,0.863533,2.803724,-0.411676,-0.761724,-3.143225,9547.7153,2.853999,3.062403,4.770295,8.931653,-1.789694,-2.673116,-8.879818,17194.5464,3.342655,5.654086,8.298518,16.163438,-3.039206,-5.023905,-16.158019,19032.4883,3.401235,6.214271,9.273086,16.679109,-3.214303,-5.517903,-18.572735,3241.6427,2.682349,1.257978,2.717589,5.424185,-0.710753,-1.415552,-5.372219,3256.0362,2.70187,1.232867,2.69063,5.288844,-0.721592,-1.372241,-5.331838,15147.3262,3.088534,6.080419,10.221315,16.542171,-3.066889,-5.258776,-14.942874,17068.9648,3.209442,6.740033,11.39905,18.026419,-3.403411,-6.171105,-17.207119,3024.375,1.401444,0.761301,1.354642,4.067611,-0.432428,-0.800382,-3.607815,3194.9575,1.453301,0.753745,1.304459,3.64328,-0.355549,-0.687364,-3.766219,11050.1968,2.772387,3.927728,5.988915,8.635998,-2.345787,-3.511536,-8.324734,12053.544,2.789751,3.963957,5.749079,9.654021,-2.416583,-3.691603,-9.699226,5474.7515,3.159282,2.070926,4.189779,6.062491,-1.209574,-1.936772,-4.608233,6161.238,3.42002,2.261076,4.437883,6.788194,-1.363091,-2.179092,-4.805566,11404.3233,2.666336,4.773095,8.1622,12.159257,-2.695561,-4.40569,-8.920678,9801.9297,2.650554,4.094715,7.213342,10.623549,-2.314185,-3.786652,-8.805244,
6,16109.2517,10.791752,4.019712,5.964747,8.920794,-2.338405,-3.502418,-9.880429,59691.8218,13.948931,18.48262,30.275956,36.583095,-9.830333,-14.030096,-43.091581,9031.1978,2.172816,4.249602,8.440392,13.701711,-2.630854,-4.355902,-12.32264,9171.6435,2.102425,4.29758,8.325628,12.868618,-2.646276,-4.264549,-13.34653,2913.9773,2.488626,1.048192,2.494253,4.735462,-0.691483,-1.317993,-4.796366,2785.9499,2.443598,1.03057,2.569105,5.432505,-0.665376,-1.255705,-5.2941,15065.3516,3.037846,6.124964,12.45144,18.224116,-3.967033,-7.011694,-15.602829,15781.9947,2.993898,6.395547,13.169999,20.275234,-4.224194,-7.456667,-19.245229,41771.771,7.00112,10.732965,15.609885,20.478468,-5.962762,-8.316796,-25.252169,23953.1689,4.530763,6.116725,9.224797,12.329206,-3.126027,-4.492125,-14.905964,14021.0903,3.246272,5.180796,8.545158,11.545434,-3.041075,-4.498498,-10.468448,13955.7217,3.046854,4.406631,7.483869,10.921444,-3.165596,-4.634845,-11.071206,4825.093,2.893302,1.788107,4.497349,6.577715,-1.086474,-1.75746,-4.014277,4677.3923,2.822133,1.820695,4.77063,7.109433,-1.054549,-1.731323,-3.70977,19355.1308,3.832647,7.384675,13.456456,17.729198,-4.490867,-7.529884,-15.241284,18766.3012,4.177291,6.443211,11.778179,16.306241,-4.30839,-7.200869,-13.900675,
6,10048.6514,3.185282,2.396348,3.519995,6.82947,-1.620782,-2.41254,-8.513374,40883.6895,5.672727,12.543561,20.624872,28.512264,-7.475575,-10.59654,-36.944212,5972.4361,2.435701,2.061396,4.004389,7.556494,-1.306413,-2.228091,-8.526733,6231.71,2.394835,2.116183,4.102894,7.952247,-1.321601,-2.220578,-8.833649,2059.0655,2.226487,0.74252,2.083725,5.069924,-0.461757,-0.975547,-4.227925,1967.8915,2.181385,0.735616,2.105639,5.051321,-0.449696,-0.840884,-4.242214,9275.9941,2.875317,3.33179,7.386622,12.269037,-2.131845,-3.569302,-10.709435,9828.0664,2.87952,3.541626,7.699127,12.216078,-2.247222,-3.833334,-12.085014,27504.2793,3.474552,7.187598,10.681538,15.589571,-4.375458,-6.235621,-19.757085,15517.2979,2.674062,4.133868,6.525189,9.426691,-2.242993,-3.329958,-10.5603,6761.9341,2.39187,2.136321,3.600888,5.906663,-1.421948,-2.112873,-4.997758,6843.8589,2.47063,2.035688,3.627867,6.022404,-1.456254,-2.210673,-5.169243,3374.9033,2.545663,1.285457,3.528313,5.752876,-0.705493,-1.176471,-3.56479,3321.6579,2.545147,1.300037,3.607633,5.788352,-0.696981,-1.190717,-3.280358,9859.6275,2.729789,3.28372,6.611956,9.118404,-2.212596,-3.549066,-8.348724,9466.8589,2.855067,3.064942,6.096525,8.247502,-2.091247,-3.27641,-7.454733,
3,1555.9622,1.727611,0.422371,0.807367,2.881008,-0.424041,-0.776394,-3.855971,9785.1919,2.889675,3.090048,4.942251,9.740408,-1.858027,-2.624999,-8.909363,17991.8105,3.522399,5.896904,8.961754,16.735562,-3.145335,-5.298344,-16.351654,19883.8535,3.591252,6.519358,9.523267,16.069718,-3.318216,-5.422223,-17.262073,3344.9503,2.735964,1.28204,2.744879,6.163396,-0.725514,-1.359705,-4.359964,3372.8994,2.776233,1.264748,2.655309,6.068191,-0.736024,-1.336909,-4.669361,15711.0264,3.188236,6.273205,10.640358,16.88678,-3.15497,-5.576345,-17.509483,17910.873,3.346076,6.961938,11.852212,18.185164,-3.441963,-6.070089,-19.341905,3058.0576,1.402213,0.757199,1.295687,4.398179,-0.44335,-0.834528,-3.919278,3297.2046,1.468279,0.769681,1.289463,4.435739,-0.36881,-0.755061,-3.887322,11465.21,2.83138,4.040146,6.168924,10.372485,-2.420279,-3.662581,-9.144773,12520.6333,2.870598,4.100374,5.892262,9.235775,-2.497751,-3.83633,-8.902223,5699.0013,3.263919,2.123593,4.306848,7.555079,-1.23199,-2.001882,-3.842657,6398.5964,3.529775,2.323212,4.431233,6.617573,-1.387462,-2.225151,-5.139142,11867.748,2.727628,4.865824,8.464956,11.547974,-2.774218,-4.644554,-10.020731,10234.836,2.729223,4.207143,7.41626,11.261085,-2.391839,-3.964062,-7.533559,
6,18638.4714,11.740971,4.786105,6.990867,10.691094,-2.719919,-3.932177,-12.488434,66164.1958,15.241087,21.235783,35.188987,42.426082,-10.656624,-15.459553,-47.967156,10522.271,2.370439,5.077745,9.829212,16.607997,-3.018374,-5.00242,-13.732195,10616.5664,2.275685,5.054303,9.686052,15.076487,-3.014459,-4.95603,-12.67869,3291.2812,2.676588,1.193605,2.762848,5.091482,-0.78032,-1.361729,-4.862169,3127.7057,2.619325,1.160789,2.853794,4.484327,-0.735913,-1.340287,-5.106688,17817.565,3.407884,7.301681,14.514757,20.583537,-4.750292,-8.208488,-20.594043,18455.1358,3.329777,7.570354,14.871448,21.080875,-5.003706,-8.747243,-22.300197,46942.2109,7.670015,12.324251,17.975586,22.582775,-6.576526,-9.041082,-29.605514,27037.3531,4.935388,6.9854,10.361092,13.443826,-3.558204,-4.955011,-16.548443,15647.8076,3.499997,6.180713,10.015057,13.740292,-3.442601,-5.059472,-12.289971,16408.3164,3.412103,5.353877,8.633562,11.961568,-3.735214,-5.730812,-14.02112,5368.4312,3.085276,2.033523,5.003738,7.659156,-1.223693,-1.960228,-4.800368,5229.8697,3.029223,2.070363,5.228347,8.239473,-1.181527,-1.877425,-4.567398,21929.481,4.18268,8.809799,15.928872,19.724721,-5.218705,-8.591589,-15.928012,22111.6606,4.711497,7.823707,13.958386,17.583153,-5.235009,-8.456922,-17.399038,
6,17309.2802,4.420853,4.542988,6.511158,10.936336,-2.759147,-4.111974,-12.692431,61761.4941,7.562198,20.250076,34.233781,48.084382,-10.448345,-14.842269,-53.46638,10936.3027,3.577497,3.698667,6.664075,11.29724,-2.556337,-4.214711,-11.670584,11342.313,3.501178,3.760004,6.760635,10.129064,-2.572909,-4.026323,-11.285856,3214.8568,2.87319,1.112512,2.578751,4.962566,-0.745329,-1.366888,-4.836642,3058.5387,2.817258,1.084387,2.616123,5.644731,-0.711327,-1.363418,-5.078603,17424.3184,4.424066,5.893674,11.034224,15.009475,-4.313928,-7.291579,-18.77739,18422.9453,4.419691,6.196272,11.833821,17.766812,-4.654071,-7.938471,-19.032606,42537.4062,4.661873,11.853539,17.803288,24.874605,-6.468608,-9.143631,-30.381111,24371.5313,3.517472,6.590187,10.034869,13.994641,-3.516539,-4.927742,-14.905615,12886.7812,3.607031,4.090053,6.556551,9.552659,-2.886921,-4.243561,-8.944405,13716.2446,3.846857,3.905886,6.15602,8.499486,-3.094082,-4.611626,-9.993404,5199.7351,3.333217,1.937108,4.598223,7.307474,-1.165643,-1.848982,-5.117856,5030.6795,3.286507,1.923871,4.646826,7.338088,-1.108888,-1.738053,-4.290137,19072.9004,4.247049,6.34296,11.055886,14.070207,-4.71016,-7.501135,-15.534772,19112.9351,4.603918,5.955981,9.973351,13.475953,-4.589658,-7.522124,-15.145705,
3,547.8364,1.222497,0.18931,0.46818,2.643484,-0.259727,-0.606589,-3.441517,7360.478,2.371356,1.921308,3.432454,7.35852,-1.609033,-2.474774,-7.916446,14052.5683,2.891508,4.069493,5.932202,13.246577,-2.291283,-3.777316,-15.727482,15759.5977,2.955294,4.499406,6.458161,13.85728,-2.42576,-3.932712,-14.319288,2637.8864,2.341518,0.976394,2.140957,4.215102,-0.5558,-1.052117,-4.634087,2659.4738,2.383039,0.963811,1.993719,4.620268,-0.550581,-1.104258,-4.752751,12448.8345,2.695967,4.425906,6.895795,12.88127,-2.305644,-4.039954,-13.789459,14134.9453,2.798708,4.91233,7.448365,13.253639,-2.562828,-4.431261,-15.181031,1969.9102,1.250064,0.497377,1.181265,4.87305,-0.310051,-0.711028,-3.94413,2277.3057,1.310332,0.550742,1.136529,4.09481,-0.275908,-0.623842,-3.882465,8664.0669,2.35437,2.747197,4.003374,7.229059,-1.724942,-2.560821,-6.949937,9584.5752,2.394506,2.75364,3.79045,7.356067,-1.787318,-2.680422,-7.666256,4448.5034,2.730021,1.587748,3.089745,5.385948,-0.914374,-1.418642,-4.6932,4933.5078,2.920944,1.720415,3.283734,5.353705,-1.010667,-1.547646,-4.310949,9055.0987,2.289146,3.301939,5.263226,8.953083,-1.940908,-3.079808,-7.063961,7769.1797,2.275709,2.883193,4.655507,7.417485,-1.666335,-2.725557,-6.254183,
6,12205.657,7.358166,2.886957,4.172448,6.596976,-1.794112,-2.712706,-8.832566,49720.2798,11.497735,14.711913,23.507603,31.64892,-8.47216,-12.389589,-34.2054,6256.4649,1.822014,3.125556,6.288459,11.386173,-1.985906,-3.274641,-10.719004,6321.6905,1.764317,3.146556,6.21654,12.455979,-2.014716,-3.247422,-10.578739,2290.026,2.163921,0.828396,2.251052,4.819966,-0.558336,-1.065542,-4.734299,2219.1373,2.149202,0.818034,2.093602,4.074926,-0.547036,-0.991933,-5.172907,10730.3008,2.441443,4.579526,9.935981,15.286623,-2.94095,-5.198255,-14.757955,11322.1509,2.429875,4.741887,10.353652,15.16362,-3.142709,-5.612242,-15.1279,34362.3701,5.808155,8.546052,12.433311,16.144644,-4.941262,-6.963127,-23.983923,19684.6265,3.8538,4.979259,7.55527,11.350008,-2.530018,-3.631358,-11.78404,10382.7085,2.643165,3.717355,6.403379,9.092708,-2.294934,-3.368898,-7.988005,10012.27,2.459585,3.214913,5.739571,8.807164,-2.335745,-3.385247,-8.042131,3825.7358,2.486042,1.441382,3.750611,6.096157,-0.88359,-1.407338,-3.983715,3738.7971,2.45358,1.482998,4.014491,6.384773,-0.861813,-1.407078,-3.674382,14235.2505,3.050749,5.332461,10.215859,14.969647,-3.321957,-5.680803,-11.745117,13519.8804,3.262884,4.695909,9.105111,12.115093,-3.071299,-5.042912,-10.819276,
6,16251.1784,5.031309,4.187903,5.951789,9.672974,-2.478581,-3.543294,-12.420593,57565.0303,8.172744,18.48559,30.515632,39.888283,-9.853287,-14.038183,-42.16317,9722.2434,3.407512,3.223193,5.861056,8.916876,-2.126322,-3.494435,-11.363843,10125.7827,3.329142,3.305346,5.885414,9.572396,-2.154728,-3.479523,-9.948962,2921.3296,2.746328,1.008631,2.538537,5.690805,-0.652499,-1.204818,-4.624975,2778.9059,2.695251,0.987534,2.560057,4.862297,-0.617986,-1.109422,-4.498126,15086.7056,4.143411,5.137796,9.882872,14.718377,-3.480923,-6.217259,-16.097755,16070.6054,4.150241,5.385408,10.613443,15.122971,-3.758117,-6.415664,-18.212416,39669.0596,4.781765,10.709231,16.105305,22.223512,-6.024969,-8.417498,-29.01777,22679.9716,3.590472,6.049981,9.206935,13.417279,-3.200042,-4.684424,-16.514068,11598.8652,3.464169,3.562531,5.641188,8.421019,-2.454562,-3.676651,-9.613656,11954.8018,3.679298,3.334616,5.406345,7.726182,-2.518616,-3.681494,-7.792813,4765.3335,3.206833,1.73715,4.354033,6.919406,-1.01009,-1.588525,-4.054814,4619.8946,3.187314,1.752022,4.451767,6.575092,-0.962723,-1.505442,-3.996132,16819.5708,4.055125,5.42283,9.645562,13.579579,-3.862491,-6.15583,-12.22354,16431.7681,4.356169,5.026316,8.737639,12.289931,-3.697788,-6.016585,-12.147474,
6,6583.0112,4.60411,1.494347,2.242505,4.679425,-0.918375,-1.486132,-5.21306,29542.0122,7.200291,8.506759,14.05518,18.011937,-5.078127,-7.443783,-20.813242,3077.0845,1.44767,1.734159,3.826396,9.499861,-1.100457,-1.865596,-7.50704,3108.9468,1.420959,1.766995,3.737901,8.367599,-1.142779,-1.881073,-7.865642,1349.9262,1.714884,0.564948,1.637111,3.974739,-0.349265,-0.816775,-4.334526,1328.0783,1.711796,0.578471,1.762159,4.521508,-0.34262,-0.790701,-4.064452,5482.2207,1.789723,2.696974,6.753607,11.119689,-1.569447,-2.696819,-9.263411,5665.7007,1.766536,2.773978,7.176128,11.928912,-1.690723,-2.847361,-9.458375,20579.1949,3.901234,5.082127,7.708095,10.299365,-2.820363,-4.208289,-14.146237,12504.8965,2.886457,3.143712,5.029249,8.162303,-1.51038,-2.209971,-8.072226,5190.8852,1.851642,1.966023,3.479028,5.836071,-1.161343,-1.749952,-5.201146,4679.5098,1.724785,1.747013,3.613648,6.695492,-1.162131,-1.662924,-4.780388,2305.9636,1.940203,0.990965,3.070175,4.987925,-0.539868,-0.92161,-3.326194,2324.6531,1.949288,1.029448,3.058462,5.680387,-0.531249,-0.911205,-2.887169,6974.8862,2.04936,2.852387,6.539779,9.141465,-1.613692,-2.558062,-6.350346,6612.7495,2.150001,2.576458,5.811503,8.741654,-1.458097,-2.269405,-5.50857,
6,15342.375,5.986033,3.915224,5.77187,9.813342,-2.200563,-3.328581,-11.173935,53631.27,9.045236,16.852319,27.90777,37.066718,-9.105134,-13.292095,-39.575208,8590.3404,3.286883,2.856869,5.466719,10.090578,-1.828577,-2.911308,-9.917805,8882.5882,3.205541,2.931641,5.402074,8.842294,-1.831387,-3.035087,-9.248614,2586.5477,2.588364,0.910998,2.333252,4.710801,-0.582585,-1.059531,-4.762751,2517.0071,2.574095,0.89672,2.444515,5.348977,-0.558303,-1.060068,-4.131109,13224.7334,3.987104,4.488516,9.162975,12.99025,-2.973211,-4.735025,-13.601694,13950.2749,3.975058,4.693933,9.719551,14.510141,-3.173339,-5.276574,-16.181429,36909.0703,5.002709,9.784059,14.560117,20.684263,-5.494385,-7.934999,-23.345887,21129.8648,3.737267,5.577798,8.582928,13.02493,-2.839547,-4.01111,-13.623371,10186.648,3.349112,3.10312,5.111923,8.449101,-2.088008,-3.055144,-7.5244,10364.7388,3.581968,2.864755,4.92566,7.618616,-2.108017,-3.084752,-6.662474,4274.9942,3.065436,1.577508,4.179619,6.428823,-0.893027,-1.445354,-4.122775,4215.6841,3.083622,1.592434,4.175613,6.73785,-0.867113,-1.376008,-3.593831,14652.7862,3.957769,4.61955,8.815097,12.750052,-3.242691,-5.224587,-11.261262,14164.6499,4.208481,4.271427,7.984507,11.030001,-3.069091,-4.75744,-10.171589,
3,1215.6953,1.570026,0.331048,0.699225,3.193113,-0.343881,-0.670057,-3.499183,8860.3716,2.687748,2.63502,3.98366,7.634447,-1.800175,-2.569634,-9.424287,15768.4029,3.120769,4.871125,7.093412,14.219179,-2.700339,-4.693438,-17.588109,17515.0459,3.181699,5.377519,7.773367,14.802386,-2.8395,-4.82461,-16.592891,2960.4791,2.514001,1.125935,2.418099,5.4546,-0.629814,-1.234364,-4.798153,2969.8944,2.538174,1.113107,2.349527,4.976746,-0.635051,-1.199642,-4.800359,13888.788,2.89378,5.361588,8.661937,14.64315,-2.700952,-5.036939,-13.948023,15768.8559,3.017529,5.891265,9.39466,15.797493,-2.946771,-5.244632,-16.139335,2621.9512,1.339436,0.646533,1.286221,4.609389,-0.381642,-0.758087,-3.908372,2862.7739,1.398808,0.680241,1.299175,4.136001,-0.329046,-0.653904,-3.511941,9988.104,2.5818,3.373486,5.100005,8.608191,-2.043993,-3.119974,-7.539347,10983.7656,2.619256,3.389116,4.920607,8.370673,-2.117079,-3.345949,-8.152321,4992.48,2.958391,1.833744,3.567209,5.354482,-1.047596,-1.731534,-4.425408,5578.3008,3.162688,1.998959,3.804219,5.961731,-1.189894,-1.913567,-5.125254,10407.8911,2.50099,4.116839,6.801057,11.178743,-2.350401,-3.937043,-8.510058,8919.7315,2.480341,3.547478,5.931206,9.489882,-2.024595,-3.354071,-7.216824,
6,11700.1043,7.712165,2.766695,4.018492,6.188744,-1.697981,-2.545505,-8.411034,47700.6289,11.175761,13.964092,22.163212,28.523285,-8.233377,-11.801429,-35.021569,5964.8164,1.781515,3.064759,6.048956,10.967461,-1.878452,-3.174141,-10.402488,6047.4424,1.731351,3.082286,6.040672,10.47006,-1.905494,-3.09432,-10.0139,2200.1569,2.127718,0.802549,2.106117,5.852184,-0.534911,-1.050045,-4.744432,2141.4138,2.114565,0.801876,2.159691,4.969835,-0.519786,-1.04708,-4.327714,10242.5229,2.394739,4.449993,9.72598,14.122494,-2.756408,-4.713351,-11.620401,10835.4321,2.375017,4.667437,9.857241,15.74972,-2.915651,-5.142078,-14.722039,32933.3999,5.636386,8.126237,11.856548,15.857732,-4.745351,-6.757184,-19.499357,18871.9018,3.768834,4.738962,7.237754,10.59633,-2.413481,-3.526019,-11.210802,10031.6128,2.601726,3.62544,6.134222,9.352289,-2.165493,-3.278776,-8.147045,9523.6279,2.399547,3.101749,5.402234,8.302627,-2.177151,-3.27103,-7.826374,3641.458,2.423273,1.379505,3.736368,5.877678,-0.830225,-1.395954,-3.932439,3607.5488,2.412002,1.437491,3.910072,6.011813,-0.815157,-1.381948,-3.655401,13555.3569,2.977162,5.161946,9.80701,12.990221,-3.11335,-5.297971,-10.620253,12784.7242,3.158534,4.494255,8.716663,11.622196,-2.88543,-4.582308,-10.079687,
